Generation,Average Fitness,Best Fitness,Standard Deviation
425,155.76320000000004,185.84,36.046315164977514
426,154.87920000000003,185.84,35.764923975028324
427,154.76079999999996,185.84,35.867068816092335
428,155.03200000000007,185.84,36.17768849876306
429,154.9424,185.84,36.28385943271162
430,155.58719999999994,185.84,36.00752216816103
431,155.03040000000001,185.84,35.684396537999966
432,154.09440000000004,185.84,36.163272382887406
433,154.4544,186.4,36.5524308622731
434,154.87280000000004,186.4,36.19805324301565
435,154.26080000000002,186.4,36.13899992471149
436,154.84319999999994,186.4,36.433473472888046
437,155.68880000000004,186.4,36.65262059416709
438,155.76239999999996,186.4,36.238103735874105
439,155.0535999999999,186.4,36.073499054373826
440,155.03360000000006,186.4,36.59288515000937
441,154.99199999999996,186.4,36.250989956378675
442,155.708,186.4,36.53381192214276
443,155.68400000000005,186.4,36.04675621838265
444,155.25519999999995,186.4,35.93446528651773
445,155.67439999999996,186.4,35.736100880989305
446,155.21359999999999,186.4,35.97953996564769
447,155.34640000000002,186.4,36.33636704397461
448,155.02000000000004,186.4,36.11174007370032
449,155.48559999999995,186.96,36.6150288202943
450,155.00880000000006,186.96,36.00409312480265
451,155.06080000000003,186.96,36.41349879837751
452,155.35440000000006,186.96,36.139493713347285
453,155.6584,186.96,36.509706994904086
454,154.7880000000001,186.96,36.41961075140225
455,154.79200000000003,186.96,36.330953065037924
456,155.00479999999996,186.96,36.85204850693984
457,156.13360000000003,186.96,36.7021569358425
458,155.92880000000002,186.96,36.36289486432534
459,156.37999999999994,186.96,36.38971709198263
460,155.61919999999992,186.96,36.23976111164454
461,155.108,186.96,36.308155694060524
462,155.46720000000002,186.96,36.700915641957316
463,155.55119999999994,186.96,36.51213726442711
464,156.41200000000003,186.96,36.73079295639874
465,155.36080000000004,187.52,35.92150881604653
466,155.62560000000002,188.08,36.500889874855986
467,155.73360000000002,188.08,36.39640867301876
468,155.68879999999996,188.08,36.65666122456068
469,155.59360000000004,188.08,36.83181778930275
470,156.64240000000004,188.08,36.76888949149459
471,156.69920000000002,188.64,36.707324868950685
472,156.62080000000006,188.64,36.585809788824875
473,156.70880000000002,188.64,36.7625637684915
474,156.17440000000005,188.64,36.77129031969612
475,157.72719999999998,188.64,36.984011239235855
476,156.49200000000002,188.64,36.52403479497075
477,157.36240000000006,188.64,36.44736541014925
478,157.27760000000006,188.64,36.62075832116785
479,156.8048,188.64,36.64680423972701
480,157.5424,188.64,36.7072225012616
481,157.0576,188.64,36.398812969358744
482,156.91520000000006,188.64,36.60803478486988
483,157.4016,188.64,37.054471466246376
484,156.96880000000002,188.64,36.540101640693564
485,157.08240000000004,188.64,36.81992781287429
486,156.95760000000007,188.64,36.5984507244992
487,157.44959999999998,188.64,36.44840506841712
488,157.62560000000002,188.64,36.64846416440476
489,157.73680000000002,188.64,36.234601191707824
490,157.57039999999992,188.64,36.5424912908912
491,156.92480000000003,188.64,36.286421236384356
492,157.26,188.64,36.83637336357387
493,157.168,188.64,36.629832775823196
494,156.82399999999996,189.2,36.706599028413166
495,157.40879999999993,189.2,36.65708841033359
496,157.54080000000005,189.2,36.56069008481942
497,157.27039999999997,189.2,36.678128726853316
498,157.37839999999997,189.2,36.63858156538937
499,157.5503999999999,189.2,36.65731512105383
500,157.31440000000003,189.2,36.897001172151384
501,157.00160000000008,189.2,36.713372344512905
502,157.14960000000002,189.2,36.98652792511317
503,157.73839999999996,189.2,36.950241086607875
504,157.9064,189.2,36.512973511771214
505,157.62959999999993,189.2,36.55606366474047
506,156.8456,189.2,36.52330722196732
507,157.8688,189.2,37.180979244845624
508,157.54479999999995,189.2,36.32270014735782
509,157.62560000000002,189.2,36.43612982534285
510,157.09359999999992,189.2,36.35304290105077
511,157.73839999999998,189.2,36.812977336347814
512,157.1696,189.2,36.82014416898579
513,157.85440000000003,189.2,36.70075773652094
514,157.1784,189.2,36.55921748348007
515,157.92479999999995,189.2,37.05040627894467
516,157.668,189.2,36.44015886994534
517,157.99920000000006,189.2,36.6026070903373
518,156.77280000000002,189.2,36.75252552223276
519,157.4415999999999,189.2,36.95928776319409
520,157.06799999999993,189.2,36.757244061293505
521,157.3048,189.2,36.98912673864922
522,158.012,189.2,36.60495230319861
523,157.79760000000005,189.2,36.4847726602411
524,157.556,189.2,36.90053746375195
525,157.77919999999997,189.2,36.62236109674251
526,157.6504,189.76,36.50921775355463
527,157.31279999999998,189.76,36.69177759931509
528,157.79360000000003,189.76,35.93847471252258
